PRODUCT_ID,BROWSE_NODE_ID
613,11
614,1045
615,1045
616,1339
617,427
618,1045
619,1045
620,1045
621,6
622,6
623,1045
624,436750
625,507
626,81
627,1973
628,692
629,289
630,1013
631,6
632,289
633,289
634,654
635,5042
636,1045
637,92
638,6696
639,1552
640,131858
641,172254
642,32179
643,92
644,32466
645,507
646,1552
647,328
648,507
649,30478
650,3547
651,5454
652,507
653,11659
654,1922
655,374
656,8915
657,1092
658,1724
659,631
660,38562
661,1074
662,3291
663,1973
664,419
665,289
666,13932
667,507
668,251
669,58420
670,1672
671,4240
672,5254
673,324
674,2957
675,160
676,3482
677,374
678,1045
679,811
680,152197
681,507
682,1419
683,507
684,764
685,21710
686,1011
687,2647
688,837
689,13194
690,816
691,834
692,2594
693,1052
694,29655
695,507
696,1045
697,374
698,796
699,818
700,764
701,593
702,3821
703,796
704,92
705,872
706,407
707,1973
708,507
709,4501
710,251
711,311
712,279
713,3883
714,836
715,1648
716,3442
717,3503
718,800
719,800
720,13568
721,800
722,7731
723,1013
724,2321
725,2321
726,3329
727,2321
728,2321
729,2321
730,1140
731,32110
732,1045
733,3329
734,1930
735,3329
736,2321
737,4052
738,1045
739,131858
740,2321
741,1045
742,1045
743,427
744,204
745,2321
746,510
747,374
748,3175
749,1130
750,92
751,1353
752,781
753,92
754,818
755,3446
756,1295
757,439
758,1041
759,19337
760,2321
761,818
762,1979
763,379
764,2103
765,1295
766,30
767,1045
768,17184
769,4154
770,3562
771,41520
772,41520
773,1045
774,396
775,1576
776,28101
777,1045
778,1045
779,796
780,796
781,5476
782,824
783,1045
784,1045
785,507
786,1484
787,1010
788,1084
789,204
790,7037
791,1061
792,2077
793,1045
794,1013
795,6
796,427
797,5398
798,427
799,1966
800,17397
801,75
802,3456
803,5835
804,11688
805,962
806,13940
807,1045
808,8078
809,507
810,1984
811,8269
812,1092
813,4519
814,258
815,1045
816,1599
817,3329
818,211479
819,1045
820,1619
821,1045
822,569
823,328
824,26553
825,515
826,1045
827,507
828,408
829,1295
830,1045
831,1045
832,361
833,1045
834,1045
835,1045
836,4962
837,13194
838,1045
839,2396
840,1045
841,5900
842,289
843,1045
844,1045
845,1045
846,1045
847,22663
848,31719
849,2807
850,1045
851,1138
852,515
853,1084
854,1045
855,340
856,1045
857,1045
858,1045
859,419
860,1045
861,1045
862,1045
863,1045
864,3626
865,1045
866,1045
867,1061
868,1922
869,6
870,5900
871,1045
872,1045
873,1045
874,1749
875,1295
876,2396
877,257934
878,796
879,1045
880,1922
881,8006
882,1052
883,507
884,1835
885,507
886,978
887,4
888,204
889,4474
890,21269
891,1287
892,507
893,1045
894,1602
895,834
896,1454679
897,8023
898,507
899,4967
900,3821
901,6544
902,834
903,507
904,1699
905,872
906,1552
907,1433
908,251
909,1433
910,1819
911,8406
912,5932
913,1351
914,507
915,863
916,1045
917,507
918,1973
919,1313
920,324
921,1239
922,6
923,7037
924,48456
925,1684
926,507
927,507
928,328
929,796
930,1045
931,1687
932,2091
933,3867
934,622
935,507
936,1072
937,4962
938,1973
939,10183
940,1240
941,507
942,8703
943,1454
944,796
945,796
946,265
947,753
948,768
949,764
950,3027
951,1973
952,2813
953,1658
954,7644
955,8790
956,1777
957,1611
958,68020
959,26468
960,311
961,771
962,495
963,2131
964,2181
965,227
966,110
967,651
968,13568
969,10367
970,800
971,5001
972,1648
973,13568
974,771
975,3442
976,800
977,800
978,36
979,81999
980,818
981,1138
982,2321
983,2321
984,2321
985,5535
986,289
987,2943
988,1092
989,1092
990,816
991,12079
992,2321
993,2073
994,5288
995,60239
996,3329
997,11
998,2321
999,4052
1000,1765
1001,1010
1002,3329
1003,2321
1004,1045
1005,763
1006,1045
1007,2321
1008,1295
1009,6203
1010,4026
1011,692
1012,152197
1013,2321
1014,5471
1015,2321
1016,3175
1017,3175
1018,1433
1019,3175
1020,3175
1021,2321
1022,6883
1023,3175
1024,44422
1025,3562
1026,1348
1027,2516
1028,92
1029,2574
1030,10183
1031,21772
1032,2321
1033,43265
1034,1295
1035,1295
1036,396
1037,773
1038,1045
1039,11144
1040,1603
1041,3312
1042,5932
1043,1651
1044,782
1045,667
1046,4047
1047,2396
1048,2029
1049,3329
1050,3329
1051,58420
1052,58420
1053,289
1054,11555
1055,14479
1056,3206
1057,374
1058,993
1059,3562
1060,4519
1061,4
1062,1930
1063,1045
1064,4306
1065,796
1066,1045
1067,534
1068,1045
1069,2229
1070,558
1071,906
1072,1083
1073,1419
1074,3821
1075,1045
1076,103
1077,1045
1078,1236
1079,1045
1080,1045
1081,579
1082,1164
1083,427
1084,6472
1085,439
1086,2649
1087,840
1088,796
1089,1045
1090,50105
1091,4306
1092,1045
1093,103337
1094,1777
1095,427
1096,1491
1097,1313
1098,1045
1099,1042
1100,289
1101,11244
1102,1045
1103,1045
1104,1045
1105,289
1106,1687
1107,1045
1108,2827
1109,1140
1110,9643
1111,840
1112,1045
1113,1045
1114,1045
1115,773
1116,1295
1117,1045
1118,1045
1119,507
1120,507
1121,1045
1122,6
1123,1045
1124,1045
1125,5372
1126,1552
1127,1045
1128,7646
1129,2505
1130,1351
1131,13940
1132,19739
1133,721
1134,110
1135,5338
1136,66302
1137,796
1138,1045
1139,594
1140,507
1141,2091
1142,3611
1143,17670
1144,3821
1145,11655
1146,81920
1147,507
1148,3562
1149,1
1150,8269
1151,3421
1152,507
1153,796
1154,427
1155,708
1156,427
1157,209594
1158,2408
1159,1295
1160,1433
1161,1433
1162,1433
1163,7091
1164,5900
1165,708
1166,2396
1167,1203
1168,3705
1169,507
1170,507
1171,324
1172,374
1173,2718
1174,2560
1175,507
1176,4845
1177,507
1178,589
1179,5932
1180,4501
1181,2647
1182,2647
1183,530
1184,507
1185,1083
1186,1603
1187,19247
1188,439
1189,708
1190,328
1191,782
1192,6
1193,1973
1194,708
1195,3821
1196,3867
1197,1239
1198,6998
1199,507
1200,4320
1201,7488
1202,1454
1203,1137
1204,15525
1205,3456
1206,26846
1207,800
1208,800
1209,7037
1210,5061
1211,14341
1212,2416
1213,140973
1214,3442
1215,951
1216,17955
1217,2321
1218,36
1219,2607
1220,2321
1221,818
1222,796
1223,14842
1224,2357
1225,125
1226,3329
1227,15772
1228,77279
1229,1045
1230,3343
1231,100940
1232,30062
1233,17184
1234,3562
1235,748
1236,1045
1237,25032
1238,781
1239,507
1240,17
1241,1045
1242,4052
1243,1045
1244,1084
1245,1058
1246,816
1247,127668
1248,1751
1249,10422
1250,7203
1251,2321
1252,1353
1253,26657
1254,1295
1255,1295
1256,1629
1257,5471
1258,7805
1259,1565
1260,1084
1261,1045
1262,1045
1263,773
1264,1045
1265,1045
1266,12308
1267,396
1268,1656
1269,8598
1270,8802
1271,1313
1272,45027
1273,1287
1274,796
1275,13940
1276,1239
1277,1154
1278,13940
1279,1045
1280,2321
1281,962
1282,2647
1283,5642
1284,692
1285,1425
1286,1045
1287,419
1288,5900
1289,1045
1290,3004
1291,2379
1292,279
1293,1484
1294,2951
1295,422
1296,4501
1297,2202
1298,1966
1299,1427
1300,8078
1301,818
1302,1876
1303,796
1304,6711
1305,439
1306,1045
1307,1045
1308,289
1309,739
1310,136
1311,9975
1312,3937
1313,840
1314,1045
1315,777
1316,1045
1317,1045
1318,1045
1319,1045
1320,1287
1321,9939
1322,1045
1323,1045
1324,1455
1325,1045
1326,1045
1327,3272
1328,1045
1329,289
1330,1045
1331,3821
1332,507
1333,2516
1334,962
1335,92
1336,58941
1337,1045
1338,1045
1339,507
1340,1239
1341,1339
1342,810
1343,4
1344,3315
1345,1295
1346,6
1347,3562
1348,3770
1349,1045
1350,9643
1351,7646
1352,265
1353,427
1354,1045
1355,73948
1356,1295
1357,1045
1358,430
1359,818
1360,818
1361,1239
1362,1295
1363,7037
1364,1876
1365,11
1366,782
1367,507
1368,2396
1369,1471
1370,316
1371,439
1372,251
1373,1454
1374,1348
1375,1023
1376,804
1377,5061
1378,872
1379,2077
1380,2516
1381,1552
1382,507
1383,748
1384,1353
1385,1486
1386,427
1387,427
1388,507
1389,5097
1390,9643
1391,507
1392,71666
1393,1454
1394,328
1395,71666
1396,35
1397,42987
1398,507
1399,840
1400,601
1401,507
1402,782
1403,5348
1404,4931
1405,465
1406,1045
1407,1563
1408,3984
1409,324
1410,811
1411,1045
1412,530
1413,4496
1414,630
1415,507
1416,1013
1417,1973
1418,368
1419,708
1420,7646
1421,33179
1422,1164
1423,782
1424,1973
1425,890
1426,1353
1427,818
1428,507
1429,35842
1430,1052
1431,1922
1432,507
1433,796
1434,81621
1435,811
1436,811
1437,636
1438,2181
1439,43265
1440,25416
1441,796
1442,427
1443,507
1444,1351
1445,771
1446,507
1447,465
1448,7488
1449,361
1450,1648
1451,754
1452,1232
1453,5001
1454,562
1455,1648
1456,13568
1457,13940
1458,14490
1459,701
1460,3442
1461,800
1462,800
1463,800
1464,781
1465,67494
1466,3329
1467,1699
1468,17184
1469,507
1470,1295
1471,701
1472,33
1473,2321
1474,2321
1475,781
1476,6
1477,2321
1478,22
1479,4823
1480,1045
1481,4052
1482,4052
1483,3329
1484,1045
1485,2321
1486,5
1487,3562
1488,322
1489,4994
1490,2509
1491,341843
1492,2827
1493,2900
1494,1045
1495,1295
1496,3329
1497,8802
1498,3329
1499,1045
1500,1833
1501,2321
1502,630
1503,204
1504,2321
1505,1882
1506,396
1507,58420
1508,1083
1509,82
1510,396
1511,803
1512,3329
1513,64613
1514,1061
1515,1084
1516,422
1517,2950
1518,1045
1519,1045
1520,11586
1521,374
1522,2586
1523,1045
1524,796
1525,1045
1526,507
1527,796
1528,796
1529,1295
1530,1045
1531,1045
1532,4
1533,1045
1534,1045
1535,5970
1536,810
1537,422
1538,3228
1539,8154
1540,7824
1541,1922
1542,830
1543,3708
1544,1687
1545,11
1546,1045
1547,258
1548,439
1549,993
1550,4496
1551,1599
1552,1137
1553,1672
1554,25416
1555,2077
1556,1295
1557,289
1558,1045
1559,1287
1560,1045
1561,2968
1562,361
1563,507
1564,1045
1565,1045
1566,1045
1567,3821
1568,1045
1569,3456
1570,1045
1571,1045
1572,1045
1573,1045
1574,3867
1575,1045
1576,1045
1577,1045
1578,4474
1579,507
1580,1045
1581,1295
1582,3496
1583,6
1584,23072
1585,507
1586,1045
1587,1045
1588,1045
1589,836
1590,507
1591,6
1592,2321
1593,427
1594,4496
1595,1667
1596,872
1597,427
1598,1295
1599,1295
1600,1045
1601,1295
1602,24857
1603,3994
1604,618
1605,3611
1606,507
1607,26913
1608,3496
1609,507
1610,800
1611,3770
1612,3456
1613,3383
1614,10183
1615,3821
1616,1140
1617,92
1618,92
1619,256
1620,1922
1621,3821
1622,1567
1623,782
1624,1083
1625,26321
1626,21113
1627,5454
1628,89
1629,89
1630,11560
1631,38562
1632,2238
1633,38562
1634,1724
1635,427
1636,708
1637,532
1638,2650
1639,7943
1640,1433
1641,980
1642,13581
1643,3976
1644,1045
1645,834
1646,2511
1647,1687
1648,4957
1649,818
1650,993
1651,701
1652,1013
1653,3611
1654,1454
1655,26309
1656,1197
1657,1239
1658,708
1659,92
1660,251
1661,328
1662,7731
1663,1040
1664,1777
1665,20867
1666,7731
1667,1973
1668,1973
1669,1684
1670,1045
1671,4501
1672,2647
1673,507
1674,47389
1675,2647
1676,328
1677,328
1678,12604
1679,22904
1680,507
1681,466
1682,1083
1683,796
1684,796
1685,796
1686,1052
1687,1052
1688,507
1689,1013
1690,2505
1691,69
1692,93
1693,93
1694,1013
1695,328
1696,1777
1697,1799
1698,532
1699,507
1700,1484
1701,2273
1702,3633
1703,154504
1704,1164
1705,4306
1706,6493
1707,3456
1708,13520
1709,3503
1710,14490
1711,800
1712,800
1713,800
1714,2416
1715,1648
1716,4
1717,14490
1718,2020
1719,31519
1720,3562
1721,2321
1722,259
1723,2647
1724,800
1725,3329
1726,2321
1727,1973
1728,15800
1729,419
1730,764
1731,32110
1732,2202
1733,29458
1734,2321
1735,7087
1736,1295
1737,10183
1738,1287
1739,2321
1740,3329
1741,15772
1742,2321
1743,2321
1744,2321
1745,2321
1746,962
1747,1045
1748,15772
1749,1045
1750,1295
1751,748
1752,787
1753,1092
1754,905
1755,1045
1756,1045
1757,2321
1758,28356
1759,3329
1760,1045
1761,17955
1762,396
1763,42665
1764,1045
1765,1295
1766,1045
1767,2321
1768,8594
1769,796
1770,2321
1771,2321
1772,3621
1773,74
1774,2012
1775,1599
1776,1045
1777,1010
1778,2827
1779,505411
1780,1351
1781,396
1782,3821
1783,5338
1784,1287
1785,569
1786,2321
1787,419
1788,396
1789,1084
1790,41520
1791,978
1792,1484
1793,4481
1794,1599
1795,1045
1796,818
1797,4496
1798,1876
1799,29811
1800,396
1801,1045
1802,255
1803,95
1804,1684
1805,2647
1806,5819
1807,1045
1808,11244
1809,1045
1810,1045
1811,21269
1812,1997
1813,3496
1814,8078
1815,589
1816,1251
1817,422
1818,1045
1819,569
1820,214095
1821,1724
1822,1973
1823,1295
1824,1045
1825,251
1826,836
1827,4346
1828,1239
1829,1083
1830,5868
1831,1045
1832,2229
1833,1117
1834,1117
1835,1045
1836,604
1837,7087
1838,2415
1839,78659
1840,1045
1841,1045
1842,1045
1843,1045
1844,1973
1845,1045
1846,1045
1847,38833
1848,1045
1849,2807
1850,1799
1851,439
1852,1045
1853,2516
1854,3456
1855,1045
1856,1045
1857,1045
1858,1045
1859,1045
1860,1083
1861,1045
1862,75
1863,4474
1864,1045
1865,1045
1866,1045
1867,259
1868,1045
1869,1045
1870,1045
1871,1045
1872,810
1873,1045
1874,1045
1875,1045
1876,328
1877,11
1878,210522
1879,1882
1880,1040
1881,796
1882,430
1883,507
1884,289
1885,1045
1886,5097
1887,2511
1888,796
1889,618
1890,507
1891,840
1892,2117
1893,1061
1894,6937
1895,38
1896,7203
1897,11690
1898,46942
1899,3996
1900,8082
1901,834
1902,1922
1903,10389
1904,3102
1905,796
1906,1973
1907,796
1908,1922
1909,507
1910,251
1911,1483
1912,19247
1913,6856
1914,507
1915,8078
1916,1092
1917,1052
1918,1433
1919,1433
1920,1092
1921,6
1922,507
1923,4474
1924,2614
1925,204
1926,507
1927,876
1928,103
1929,781
1930,439
1931,507
1932,1052
1933,507
1934,781
1935,2560
1936,507
1937,1454
1938,7646
1939,651
1940,507
1941,61878
1942,1603
1943,1351
1944,11655
1945,4962
1946,21269
1947,3478
1948,507
1949,1351
1950,507
1951,507
1952,28559
1953,93
1954,19264
1955,3456
1956,2378
1957,465
1958,507
1959,1973
1960,810
1961,507
1962,21269
1963,324
1964,782
1965,5338
1966,800
1967,11688
1968,5061
1969,2541
1970,4867
1971,800
1972,800
1973,1648
1974,800
1975,2718
1976,800
1977,800
1978,3059
1979,221205
1980,44001
1981,3329
1982,1045
1983,2647
1984,3329
1985,2321
1986,2321
1987,2357
1988,2357
1989,796
1990,95
1991,2357
1992,2321
1993,3329
1994,630
1995,16392
1996,1199
1997,12308
1998,3651
1999,1045
2000,593
2001,1045
2002,289
2003,1045
2004,748
2005,1889
2006,4052
2007,962
2008,962
2009,1084
2010,4052
2011,1045
2012,15456
2013,1870
2014,2321
2015,2321
2016,2321
2017,748
2018,1045
2019,3175
2020,1045
2021,1045
2022,3175
2023,1239
2024,5471
2025,1045
2026,781
2027,16737
2028,289
2029,1353
2030,6542
2031,19
2032,16410
2033,16597
2034,3821
2035,92
2036,396
2037,787
2038,796
2039,1287
2040,17167
2041,598
2042,1045
2043,1045
2044,58420
2045,764
2046,1092
2047,289
2048,18704
2049,534
2050,1045
2051,21492
2052,1084
2053,93048
2054,17184
2055,32941
2056,1049
2057,4
2058,1045
2059,8757
2060,1045
2061,1930
2062,883
2063,398
2064,25667
2065,1045
2066,5061
2067,439
2068,1484
2069,1045
2070,1045
2071,95
2072,1239
2073,1239
2074,507
2075,1045
2076,1819
2077,1045
2078,1295
2079,1296
2080,22
2081,708
2082,1045
2083,8915
2084,1045
2085,1724
2086,1251
2087,1835
2088,4803
2089,439
2090,1045
2091,1045
2092,1672
2093,1177
2094,1045
2095,935769
2096,19247
2097,2378
2098,1083
2099,810
2100,374
2101,954
2102,748
2103,840
2104,3456
2105,11048
2106,507
2107,1045
2108,1084
2109,1045
2110,1045
2111,2647
2112,3937
2113,1045
2114,1083
2115,1045
2116,1045
2117,1966
2118,708
2119,58476
2120,1045
2121,289
2122,1045
2123,153
2124,3315
2125,1045
2126,13966
2127,6503
2128,289
2129,1045
2130,20757
2131,1045
2132,197
2133,251
2134,1045
2135,1295
2136,216
2137,1186
2138,289
2139,8141
2140,1045
2141,422
2142,872
2143,1045
2144,1232
2145,818
2146,49914
2147,583
2148,7805
2149,328
2150,1013
2151,507
2152,328
2153,22
2154,818
2155,896
2156,3821
2157,11655
2158,2877
2159,1973
2160,94051
2161,9975
2162,2205
2163,81256
2164,5970
2165,1138
2166,3976
2167,810
2168,507
2169,3456
2170,840
2171,787
2172,4840
2173,1433
2174,1092
2175,507
2176,17167
2177,1973
2178,834
2179,834
2180,1602
2181,818
2182,1351
2183,8589
2184,507
2185,7731
2186,781
2187,630
2188,2284
2189,1922
2190,507
2191,2205
2192,319
2193,2647
2194,1233
2195,1973
2196,1973
2197,19247
2198,465
2199,796
2200,3175
2201,1145
2202,507
2203,20537
2204,1313
2205,872
2206,21412
2207,19247
2208,5287
2209,1083
2210,92
2211,876
2212,1471
2213,149466
2214,5061
2215,5061
2216,361
2217,1232
2218,8170
2219,1539
2220,13568
2221,1813
2222,13568
2223,5001
2224,800
2225,14490
2226,800
2227,1539
2228,800
2229,800
2230,58196
2231,800
2232,800
2233,11053
2234,3442
2235,10184
2236,1287
2237,13568
2238,4
2239,2321
2240,94466
2241,17184
2242,2321
2243,2321
2244,1092
2245,2321
2246,840
2247,1319
2248,2321
2249,1045
2250,962
2251,2321
2252,535
2253,1013
2254,3562
2255,8445
2256,5454
2257,4052
2258,4052
2259,4823
2260,1045
2261,4803
2262,3329
2263,1079
2264,993
2265,396
2266,1751
2267,289
2268,21444
2269,105062
2270,3175
2271,4
2272,1045
2273,52365
2274,840
2275,3329
2276,2321
2277,834
2278,2321
2279,2321
2280,507
2281,1045
2282,816
2283,1295
2284,781
2285,1045
2286,23503
2287,81999
2288,782
2289,962
2290,1306
2291,5499
2292,72821
2293,19247
2294,701
2295,2273
2296,12308
2297,796
2298,2321
2299,1045
2300,58420
2301,1045
2302,748
2303,2091
2304,9005
2305,2321
2306,4
2307,1045
2308,1084
2309,21269
2310,13966
2311,29448
2312,796
2313,1045
2314,439
2315,800
2316,1295
2317,289
2318,89
2319,9216
2320,1965
2321,1045
2322,52276
2323,850
2324,1045
2325,374
2326,1295
2327,1045
2328,11796
2329,1339
2330,2229
2331,60239
2332,2379
2333,2211
2334,1287
2335,328
2336,19
2337,1799
2338,1045
2339,379
2340,13940
2341,507
2342,396
2343,1045
2344,439
2345,439
2346,9713
2347,1052
2348,1045
2349,289
2350,427
2351,21710
2352,5278
2353,439
2354,1045
2355,2321
2356,1045
2357,1258
2358,439
2359,1045
2360,1876
2361,507
2362,9692
2363,507
2364,1003
2365,3937
2366,1869
2367,1362
2368,1045
2369,1149
2370,311
2371,1045
2372,1045
2373,507
2374,1045
2375,875
2376,1045
2377,374
2378,1045
2379,1045
2380,13932
2381,340
2382,1045
2383,1833
2384,1296
2385,1045
2386,289
2387,1973
2388,439
2389,374
2390,507
2391,1045
2392,1045
2393,1045
2394,1045
2395,2385
2396,1295
2397,1045
2398,1045
2399,660
2400,31895
2401,10624
2402,1045
2403,131858
2404,6
2405,3547
2406,1045
2407,1045
2408,1045
2409,1045
2410,1045
2411,1239
2412,507
2413,1209
2414,818
2415,818
2416,459
2417,1045
2418,3955
2419,1045
2420,204
2421,44634
2422,1072
2423,21834
2424,15698
2425,2436
2426,1988
2427,6
2428,507
2429,3698
2430,1239
2431,507
2432,3853
2433,427
2434,507
2435,1687
2436,4476
2437,4368
2438,980
2439,8515
2440,1799
2441,1094
2442,507
2443,1508
2444,1672
2445,1351
2446,834
2447,507
2448,361
2449,427
2450,4240
2451,5061
2452,10555
2453,840
2454,1045
2455,2357
2456,2541
2457,834
2458,1687
2459,1052
2460,8006
2461,1045
2462,781
2463,3719
2464,1351
2465,5
2466,1052
2467,834
2468,840
2469,5001
2470,1045
2471,4
2472,2229
2473,4
2474,5278
2475,11655
2476,834
2477,21412
2478,1973
2479,2647
2480,13395
2481,532
2482,796
2483,3867
2484,4342
2485,3527
2486,93
2487,25416
2488,1145
2489,21412
2490,811
2491,507
2492,186668
2493,1973
2494,507
2495,2174
2496,3547
2497,8170
2498,449
2499,65617
2500,1551
2501,4368
2502,13568
2503,800
2504,1551
2505,7731
2506,781
2507,7731
2508,36
2509,2321
2510,5685
2511,2321
2512,1671
2513,8915
2514,8809
2515,3329
2516,3329
2517,3821
2518,1339
2519,220956
2520,4
2521,1092
2522,328
2523,5469
2524,1508
2525,1045
2526,10183
2527,912
2528,2321
2529,4052
2530,1045
2531,9611
2532,1045
2533,5
2534,1045
2535,1045
2536,227
2537,3562
2538,1295
2539,1045
2540,6
2541,1045
2542,1045
2543,3329
2544,11053
2545,14732
2546,781
2547,1295
2548,2321
2549,1045
2550,2321
2551,16180
2552,227
2553,2594
2554,3329
2555,1045
2556,13672
2557,91337
2558,32487
2559,977
2560,3562
2561,8099
2562,796
2563,2647
2564,1045
2565,748
2566,1045
2567,4323
2568,58420
2569,2321
2570,1433
2571,796
2572,1295
2573,1045
2574,507
2575,2647
2576,1045
2577,3456
2578,73607
2579,1045
2580,459
2581,1045
2582,11
2583,396
2584,15529
2585,1295
2586,92
2587,1045
2588,289
2589,7731
2590,65437
2591,796
2592,1045
2593,1045
2594,1045
2595,21412
2596,396
2597,507
2598,30348
2599,1045
2600,803
2601,761
2602,1045
2603,439
2604,1295
2605,1973
2606,66180
2607,47856
2608,1045
2609,25416
2610,1045
2611,1045
2612,439
2613,507
2614,1045
2615,692
2616,796
2617,1045
2618,1117
2619,1149
2620,351891
2621,1045
2622,1045
2623,1045
2624,1045
2625,1045
2626,1045
2627,1138
